# XviD 2pass stat file (core version 1.3.2)
# Please do not modify this file

p 2 0 383 13 9896 579
b 4 0 396 0 1643 364
b 4 0 396 0 1679 368
p 2 0 381 15 10244 565
b 4 0 396 0 1647 355
b 4 0 396 0 1601 371
p 2 0 388 8 10090 568
b 4 0 396 0 1966 449
b 4 0 396 0 2068 448
p 2 0 394 2 13822 627
b 4 0 396 0 1577 313
b 4 0 396 0 1464 346
p 2 0 388 8 9873 579
b 4 0 396 0 1524 363
b 4 0 396 0 1471 354
p 2 0 380 16 10107 563
b 4 0 396 0 1420 337
b 4 0 396 0 1413 351
p 2 0 387 9 9662 559
b 4 0 396 0 1569 459
b 4 0 396 0 1801 474
p 2 0 394 2 12639 622
b 4 0 396 0 1278 372
b 4 0 396 0 1239 366
p 2 0 375 21 8899 558
b 4 0 396 0 1183 319
b 4 0 396 0 1198 374
p 2 0 375 21 9392 558
b 4 0 396 0 1159 321
b 4 0 396 0 1170 343
p 2 0 377 19 9126 557
b 4 0 396 0 1479 450
b 4 0 396 0 1760 454
p 2 0 395 1 12448 614
b 4 0 396 0 1461 375
b 4 0 396 0 1422 353
p 2 0 391 5 9329 575
b 4 0 396 0 1462 330
b 4 0 396 0 1536 353
p 2 0 384 12 9437 568
b 4 0 396 0 1521 344
b 4 0 396 0 1434 336
p 2 0 375 21 9363 560
b 4 0 396 0 1696 459
b 4 0 396 0 1907 459
p 2 0 393 3 12486 623
b 4 0 396 0 1582 379
b 4 0 396 0 1543 353
p 2 0 387 9 9156 572
b 4 0 396 0 1491 338
b 4 0 396 0 1534 350
p 2 0 379 17 9690 558
b 4 0 396 0 1527 328
b 4 0 396 0 1569 346
p 2 0 379 17 9738 558
b 4 0 396 0 1900 451
b 4 0 396 0 2144 486
p 2 0 396 0 12930 621
b 4 0 396 0 1610 376
b 4 0 396 0 1546 363
p 2 0 391 5 9584 572
b 4 0 396 0 1510 360
b 4 0 396 0 1478 386
p 2 0 386 10 9935 568
b 4 0 396 0 1497 337
b 4 0 396 0 1473 348
p 2 0 382 14 9677 559
b 4 0 396 0 1795 463
b 4 0 396 0 2007 458
p 2 0 395 1 13016 616
b 4 0 396 0 1542 340
b 4 0 396 0 1521 344
p 2 0 382 14 9727 571
b 4 0 396 0 1461 313
b 4 0 396 0 1701 355
p 2 0 379 17 10329 564
b 4 0 396 0 1698 339
b 4 0 396 0 1655 354
p 2 0 373 23 10010 550
i 2 396 0 0 32811 1982
b 4 0 396 0 2213 422
b 4 0 396 0 1997 445
p 2 0 396 0 14155 631
b 4 0 396 0 1341 325
b 4 0 396 0 1488 356
p 2 0 385 11 8884 560
b 4 0 396 0 1382 358
b 4 0 396 0 1601 365
p 2 0 384 12 8973 561
b 4 0 396 0 1391 352
b 4 0 396 0 1492 354
p 2 0 385 11 10140 563
b 4 0 396 0 2117 432
b 4 0 396 0 1880 398
p 2 0 396 0 12980 621
b 4 0 396 0 1706 370
b 4 0 396 0 1898 362
p 2 0 378 18 9036 556
b 4 0 396 0 1785 412
b 4 0 396 0 1848 364
p 2 0 389 7 9544 567
b 4 0 396 0 1352 355
b 4 0 396 0 1398 360
p 2 0 386 10 10669 564
b 4 0 396 0 1805 426
b 4 0 396 0 1542 439
p 2 0 395 1 12594 623
b 4 0 396 0 1315 344
b 4 0 396 0 1447 350
p 2 0 387 9 8640 567
b 4 0 396 0 1306 362
b 4 0 396 0 1573 365
p 2 0 388 8 9050 578
b 4 0 396 0 1247 340
b 4 0 396 0 1427 371
p 2 0 394 2 10823 574
b 4 0 396 0 1800 461
b 4 0 396 0 1563 414
p 2 1 395 0 12897 631
b 4 0 396 0 1460 350
b 4 0 396 0 1639 375
p 2 0 377 19 9073 550
b 4 0 396 0 1433 329
b 4 0 396 0 1677 392
p 2 0 385 11 9229 563
b 4 0 396 0 1469 364
b 4 0 396 0 1523 410
p 2 0 394 2 11179 577
b 4 0 396 0 1947 471
b 4 0 396 0 1726 429
p 2 0 396 0 13079 611
b 4 0 396 0 1544 368
b 4 0 396 0 1725 366
p 2 0 382 14 8936 565
b 4 0 396 0 1553 356
b 4 0 396 0 1817 366
p 2 0 379 17 8998 555
b 4 0 396 0 1470 365
b 4 0 396 0 1636 360
p 2 0 387 9 10986 563
b 4 0 396 0 2077 458
b 4 0 396 0 1935 446
p 2 0 395 1 12854 618
b 4 0 396 0 1602 404
b 4 0 396 0 1698 363
p 2 0 391 5 9052 569
b 4 0 396 0 1523 373
b 4 0 396 0 1709 361
p 2 0 385 11 9187 563
b 4 0 396 0 1557 366
b 4 0 396 0 1696 377
p 2 0 390 6 11154 572
b 4 0 396 0 2106 441
b 4 0 396 0 1937 450
p 2 0 396 0 13429 627
b 4 0 396 0 1648 365
b 4 0 396 0 1842 369
p 2 0 380 16 9140 574
b 4 0 396 0 1935 398
b 4 0 396 0 2147 389
p 2 0 378 18 9815 571
b 4 0 396 0 1814 366
b 4 0 396 0 1904 385
p 2 0 385 11 11813 580
b 4 0 396 0 2226 452
b 4 0 396 0 2227 456
p 2 2 394 0 13802 650
b 4 0 396 0 2027 412
b 4 0 396 0 2102 426
p 2 4 376 16 10059 601
b 4 0 396 0 2125 421
b 4 0 396 0 2226 448
p 2 12 364 20 10343 632
b 4 0 396 0 2143 421
b 4 0 396 0 2281 405
p 2 9 370 17 12732 648
b 4 0 396 0 2973 521
b 4 0 396 0 2691 514
p 2 9 384 3 15604 697
b 4 0 396 0 2475 443
b 4 0 396 0 2707 480
p 2 8 374 14 10993 632
b 4 0 396 0 2463 439
b 4 0 396 0 2571 460
p 2 5 376 15 11111 623
b 4 0 396 0 2356 444
b 4 0 396 0 2348 431
p 2 7 379 10 12541 642
b 4 0 396 0 2471 518
b 4 0 396 0 2208 501
p 2 5 391 0 14156 665
b 4 0 396 0 1974 444
b 4 0 396 0 2023 440
p 2 0 386 10 10527 606
b 4 0 396 0 1768 428
b 4 0 396 0 1958 428
p 2 1 380 15 10092 597
b 4 0 396 0 1712 398
b 4 0 396 0 1858 403
p 2 0 389 7 11919 590
b 4 0 396 0 2227 441
b 4 0 396 0 2039 458
p 2 0 396 0 13891 641
b 4 0 396 0 1601 385
b 4 0 396 0 1740 390
p 2 0 379 17 9456 577
b 4 0 396 0 1589 370
b 4 0 396 0 1860 424
p 2 0 388 8 9839 585
b 4 0 396 0 1473 392
b 4 0 396 0 1713 419
p 2 0 386 10 11399 599
b 4 0 396 0 2096 456
b 4 0 396 0 2015 486
p 2 0 393 3 13788 652
b 4 0 396 0 1822 405
b 4 0 396 0 2097 513
p 2 3 392 1 11031 648
b 4 0 396 0 1852 456
b 4 0 396 0 1840 388
p 2 0 396 0 10286 611
b 4 0 396 0 1433 381
b 4 0 396 0 1496 385
p 2 0 387 9 11440 575
b 4 0 396 0 1740 457
b 4 0 396 0 1526 436
p 2 0 393 3 12706 627
b 4 0 396 0 1381 394
b 4 0 396 0 1512 379
p 2 0 384 12 9157 581
b 4 0 396 0 1638 387
b 4 0 396 0 1859 416
p 2 0 382 14 9757 588
b 4 0 396 0 1667 386
b 4 0 396 0 1784 392
p 2 0 389 7 11261 584
b 4 0 396 0 2095 477
b 4 0 396 0 1997 452
p 2 0 393 3 13462 643
b 4 0 396 0 1747 438
b 4 0 396 0 1856 407
p 2 0 385 11 9826 592
b 4 0 396 0 1881 396
b 4 0 396 0 2061 409
p 2 0 386 10 10236 597
b 4 0 396 0 1750 389
b 4 0 396 0 1968 422
p 2 0 394 2 12046 594
b 4 0 396 0 2094 467
b 4 0 396 0 1977 475
p 2 0 395 1 13552 637
b 4 0 396 0 1589 400
b 4 0 396 0 1818 413
p 2 0 378 18 9930 592
b 4 0 396 0 2068 445
b 4 0 396 0 2391 502
p 2 12 369 15 11297 641
b 4 0 396 0 2842 521
b 4 0 396 0 3079 531
p 2 24 353 19 13297 721
b 4 0 396 0 3452 655
b 4 0 396 0 3497 615
p 2 25 371 0 16578 805
b 4 0 396 0 3676 571
b 4 0 396 0 3446 566
p 2 19 353 24 12499 718
b 4 0 396 0 2733 492
b 4 0 396 0 2510 513
p 2 14 348 34 11952 692
b 4 0 396 0 2497 474
b 4 0 396 0 2641 492
p 2 3 376 17 13397 646
b 4 0 396 0 2854 574
b 4 0 396 0 2873 574
p 2 7 388 1 15784 733
b 4 0 396 0 2723 494
b 4 0 396 0 2917 516
p 2 7 365 24 11789 657
b 4 0 396 0 2681 492
b 4 0 396 0 2794 500
p 2 11 344 41 12060 657
b 4 0 396 0 2677 499
b 4 0 396 0 2869 502
p 2 6 363 27 13678 670
b 4 0 396 0 2792 580
b 4 0 396 0 2719 570
p 2 9 387 0 15438 723
b 4 0 396 0 2453 500
b 4 0 396 0 2577 516
p 2 7 369 20 11174 654
b 4 0 396 0 2285 479
b 4 0 396 0 2138 474
p 2 5 362 29 11656 639
b 4 0 396 0 2479 477
b 4 0 396 0 2437 472
p 2 3 374 19 12283 634
b 4 0 396 0 2674 533
b 4 0 396 0 2573 547
p 2 3 392 1 15223 689
b 4 0 396 0 2211 461
b 4 0 396 0 2193 488
p 2 7 377 12 10659 649
b 4 0 396 0 2342 457
b 4 0 396 0 2464 452
p 2 4 367 25 10357 607
b 4 0 396 0 2306 454
b 4 0 396 0 2406 433
p 2 2 376 18 12446 613
b 4 0 396 0 2453 491
b 4 0 396 0 2283 483
p 2 1 395 0 14459 663
b 4 0 396 0 1884 405
b 4 0 396 0 2056 410
p 2 2 381 13 9713 598
b 4 0 396 0 2025 410
b 4 0 396 0 2017 445
p 2 5 378 13 9898 601
b 4 0 396 0 1742 422
b 4 0 396 0 1799 429
p 2 0 384 12 11319 595
b 4 0 396 0 2231 492
b 4 0 396 0 1949 476
p 2 0 396 0 13554 644
b 4 0 396 0 1582 404
b 4 0 396 0 1686 412
p 2 0 381 15 9517 595
b 4 0 396 0 1559 416
b 4 0 396 0 1732 395
p 2 0 385 11 9561 595
i 2 396 0 0 32214 1996
b 4 0 396 0 1861 503
b 4 0 396 0 2280 493
p 2 0 396 0 15867 642
b 4 0 396 0 1451 352
b 4 0 396 0 1395 372
p 2 0 378 18 10589 550
b 4 0 396 0 1426 306
b 4 0 396 0 1466 354
p 2 0 369 27 9631 547
b 4 0 396 0 1698 340
b 4 0 396 0 1564 346
p 2 0 344 52 9554 539
b 4 0 396 0 2002 500
b 4 0 396 0 2257 483
p 2 1 395 0 15698 646
b 4 0 396 0 1432 325
b 4 0 396 0 1397 353
p 2 1 369 26 10270 553
b 4 0 396 0 1511 305
b 4 0 396 0 1391 316
p 2 2 346 48 8937 542
b 4 0 396 0 1708 315
b 4 0 396 0 1508 319
p 2 0 330 66 8678 516
b 4 0 396 0 1784 484
b 4 0 396 0 2001 464
p 2 0 396 0 14669 634
b 4 0 396 0 1302 320
b 4 0 396 0 1213 339
p 2 0 372 24 9520 539
b 4 0 396 0 1263 305
b 4 0 396 0 1256 322
p 2 0 362 34 8591 536
b 4 0 396 0 1363 312
b 4 0 396 0 1253 329
p 2 1 344 51 8204 530
b 4 0 396 0 1487 496
b 4 0 396 0 1736 477
p 2 0 396 0 14001 632
b 4 0 396 0 1314 326
b 4 0 396 0 1236 330
p 2 0 370 26 9706 552
b 4 0 396 0 1472 307
b 4 0 396 0 1323 315
p 2 1 355 40 8614 552
b 4 0 396 0 1492 332
b 4 0 396 0 1338 322
p 2 0 348 48 8716 549
b 4 0 396 0 1588 488
b 4 0 396 0 1817 470
p 2 0 395 1 14381 645
b 4 0 396 0 1330 353
b 4 0 396 0 1371 357
p 2 0 360 36 9894 546
b 4 0 396 0 1418 324
b 4 0 396 0 1403 322
p 2 0 362 34 9086 554
b 4 0 396 0 1565 318
b 4 0 396 0 1425 316
p 2 0 354 42 8797 543
b 4 0 396 0 1845 502
b 4 0 396 0 2033 478
p 2 2 392 2 14312 640
b 4 0 396 0 1584 346
b 4 0 396 0 1516 342
p 2 2 375 19 10212 560
b 4 0 396 0 1583 316
b 4 0 396 0 1545 343
p 2 0 363 33 9150 539
b 4 0 396 0 1577 349
b 4 0 396 0 1486 318
p 2 0 349 47 8875 532
b 4 0 396 0 1541 483
b 4 0 396 0 1761 476
p 2 1 393 2 14096 629
b 4 0 396 0 1259 327
b 4 0 396 0 1238 349
p 2 0 369 27 9878 550
b 4 0 396 0 1236 315
b 4 0 396 0 1285 331
p 2 0 356 40 8686 547
b 4 0 396 0 1432 315
b 4 0 396 0 1307 350
p 2 10 331 55 8811 576
b 4 0 396 0 1785 514
b 4 0 396 0 1987 482
p 2 4 391 1 14242 666
b 4 0 396 0 1395 345
b 4 0 396 0 1328 391
p 2 0 376 20 10007 565
b 4 0 396 0 1329 328
b 4 0 396 0 1315 354
p 2 0 350 46 8913 553
b 4 0 396 0 1579 354
b 4 0 396 0 1434 345
p 2 0 344 52 8928 545
b 4 0 396 0 1812 512
b 4 0 396 0 2105 498
p 2 0 395 1 14774 651
b 4 0 396 0 1607 374
b 4 0 396 0 1480 372
p 2 0 371 25 10627 572
b 4 0 396 0 1647 350
b 4 0 396 0 1526 353
p 2 1 353 42 9565 560
b 4 0 396 0 1565 371
b 4 0 396 0 1468 390
p 2 1 354 41 9166 567
b 4 0 396 0 1874 538
b 4 0 396 0 1970 508
p 2 0 395 1 14587 649
b 4 0 396 0 1471 349
b 4 0 396 0 1406 371
p 2 0 380 16 10189 561
b 4 0 396 0 1482 311
b 4 0 396 0 1417 352
p 2 0 369 27 9298 541
b 4 0 396 0 1578 369
b 4 0 396 0 1358 370
p 2 1 356 39 9122 561
b 4 0 396 0 1635 518
b 4 0 396 0 1876 498
p 2 0 396 0 14111 657
b 4 0 396 0 1349 361
b 4 0 396 0 1289 378
p 2 0 372 24 10003 569
b 4 0 396 0 1287 349
b 4 0 396 0 1316 361
p 2 0 363 33 8984 558
b 4 0 396 0 1270 333
b 4 0 396 0 1223 334
p 2 0 364 32 8497 540
b 4 0 396 0 1490 499
b 4 0 396 0 1607 475
p 2 0 396 0 14049 645
b 4 0 396 0 1452 327
b 4 0 396 0 1430 326
p 2 0 378 18 10270 568
b 4 0 396 0 1744 365
b 4 0 396 0 1696 379
p 2 6 365 25 9911 588
b 4 0 396 0 1844 382
b 4 0 396 0 1760 358
p 2 5 357 34 10070 592
b 4 0 396 0 2012 508
b 4 0 396 0 2274 494
p 2 1 395 0 15209 656
b 4 0 396 0 1528 340
b 4 0 396 0 1521 356
p 2 0 381 15 10584 562
b 4 0 396 0 1396 309
b 4 0 396 0 1398 341
p 2 0 361 35 9416 543
b 4 0 396 0 1563 353
b 4 0 396 0 1426 335
p 2 0 351 45 9121 543
b 4 0 396 0 1705 490
b 4 0 396 0 1931 462
p 2 0 396 0 14481 637
b 4 0 396 0 1372 340
b 4 0 396 0 1283 352
p 2 0 366 30 10318 558
b 4 0 396 0 1289 301
b 4 0 396 0 1214 325
p 2 0 379 17 9163 559
b 4 0 396 0 1258 323
b 4 0 396 0 1262 326
p 2 0 343 53 8967 534
b 4 0 396 0 1584 491
b 4 0 396 0 1810 462
p 2 0 396 0 14619 626
b 4 0 396 0 1348 337
b 4 0 396 0 1241 306
p 2 0 376 20 10107 540
b 4 0 396 0 1347 297
b 4 0 396 0 1389 334
p 2 0 356 40 9369 532
b 4 0 396 0 1340 320
b 4 0 396 0 1211 330
p 2 0 353 43 8794 534
b 4 0 396 0 1706 479
b 4 0 396 0 1882 452
p 2 0 394 2 14169 625
b 4 0 396 0 1451 338
b 4 0 396 0 1382 328
p 2 0 367 29 9932 541
b 4 0 396 0 1445 301
b 4 0 396 0 1353 296
p 2 0 343 53 9238 535
b 4 0 396 0 1538 333
b 4 0 396 0 1451 335
p 2 0 356 40 9142 550
b 4 0 396 0 1828 493
b 4 0 396 0 2073 466
p 2 3 392 1 14587 638
b 4 0 396 0 1533 362
b 4 0 396 0 1365 346
p 2 1 363 32 10302 556
b 4 0 396 0 1469 322
b 4 0 396 0 1511 338
p 2 0 353 43 9518 551
b 4 0 396 0 1622 334
b 4 0 396 0 1488 326
p 2 1 342 53 9143 546
b 4 0 396 0 2165 502
b 4 0 396 0 2550 491
p 2 2 392 2 15578 656
b 4 0 396 0 2111 342
b 4 0 396 0 2149 354
p 2 2 375 19 11498 569
b 4 0 396 0 2018 312
b 4 0 396 0 1969 339
p 2 4 336 56 10024 541
b 4 0 396 0 1789 310
b 4 0 396 0 1507 338
p 2 0 337 59 9303 512
b 4 0 396 0 1582 451
b 4 0 396 0 1749 437
p 2 0 393 3 14058 614
b 4 0 396 0 1147 329
b 4 0 396 0 1180 367
p 2 0 377 19 9716 541
b 4 0 396 0 1075 286
b 4 0 396 0 1087 324
p 2 0 359 37 8457 534
b 4 0 396 0 1234 321
b 4 0 396 0 1193 357
p 2 0 362 34 8015 533
b 4 0 396 0 1410 466
b 4 0 396 0 1482 431
p 2 0 395 1 13832 619
b 4 0 396 0 1233 311
b 4 0 396 0 1229 331
p 2 0 375 21 9830 537
b 4 0 396 0 1318 283
b 4 0 396 0 1328 309
p 2 0 367 29 8975 541
b 4 0 396 0 1528 287
b 4 0 396 0 1496 304
p 2 0 343 53 8905 516
b 4 0 396 0 1828 472
b 4 0 396 0 1975 449
p 2 0 396 0 14583 613
b 4 0 396 0 1489 326
b 4 0 396 0 1530 337
p 2 0 368 28 10081 540
b 4 0 396 0 1574 280
b 4 0 396 0 1496 291
p 2 0 352 44 9393 527
i 2 396 0 0 32497 1984
b 4 0 396 0 1953 370
b 4 0 396 0 1908 330
p 2 0 365 31 10316 534
b 4 0 396 0 2405 468
b 4 0 396 0 2368 446
p 2 0 396 0 15578 626
b 4 0 396 0 1913 374
b 4 0 396 0 1896 337
p 2 0 381 15 10463 570
b 4 0 396 0 1931 336
b 4 0 396 0 1879 328
p 2 1 373 22 11145 554
b 4 0 396 0 1701 343
b 4 0 396 0 1670 348
p 2 1 386 9 10650 553
b 4 0 396 0 2016 458
b 4 0 396 0 2059 439
p 2 0 396 0 14243 624
b 4 0 396 0 1672 336
b 4 0 396 0 1493 340
p 2 0 390 6 10538 570
b 4 0 396 0 1576 332
b 4 0 396 0 1549 358
p 2 0 385 11 10718 567
b 4 0 396 0 1570 337
b 4 0 396 0 1550 350
p 2 0 378 18 10656 555
b 4 0 396 0 1863 458
b 4 0 396 0 1972 468
p 2 0 395 1 14155 620
b 4 0 396 0 1669 364
b 4 0 396 0 1646 366
p 2 0 387 9 10372 565
b 4 0 396 0 1776 354
b 4 0 396 0 1751 346
p 2 0 387 9 11012 565
b 4 0 396 0 1714 359
b 4 0 396 0 1678 328
p 2 0 367 29 10743 549
b 4 0 396 0 2207 466
b 4 0 396 0 2159 468
p 2 0 393 3 14738 624
b 4 0 396 0 2048 351
b 4 0 396 0 2186 368
p 2 2 378 16 11143 584
b 4 0 396 0 2139 354
b 4 0 396 0 2072 381
p 2 2 381 13 11379 591
b 4 0 396 0 2030 381
b 4 0 396 0 1947 387
p 2 3 382 11 11222 586
b 4 0 396 0 2291 481
b 4 0 396 0 2153 482
p 2 0 395 1 14850 644
b 4 0 396 0 1721 380
b 4 0 396 0 1647 358
p 2 1 383 12 10514 574
b 4 0 396 0 1594 339
b 4 0 396 0 1590 367
p 2 0 382 14 10836 561
b 4 0 396 0 1492 362
b 4 0 396 0 1461 396
p 2 0 373 23 10233 555
b 4 0 396 0 1827 473
b 4 0 396 0 1885 449
p 2 0 396 0 13692 628
b 4 0 396 0 1582 378
b 4 0 396 0 1613 385
p 2 0 384 12 10247 588
b 4 0 396 0 1424 373
b 4 0 396 0 1359 355
p 2 0 380 16 10239 573
b 4 0 396 0 1415 359
b 4 0 396 0 1363 360
p 2 0 382 14 10191 568
b 4 0 396 0 1892 482
b 4 0 396 0 2023 459
p 2 0 396 0 14321 627
b 4 0 396 0 1873 349
b 4 0 396 0 1856 351
p 2 0 385 11 10794 570
b 4 0 396 0 1886 368
b 4 0 396 0 1899 365
p 2 3 381 12 10820 571
b 4 0 396 0 1890 356
b 4 0 396 0 1855 368
p 2 1 376 19 11139 570
b 4 0 396 0 2205 469
b 4 0 396 0 2240 458
p 2 0 396 0 14715 640
b 4 0 396 0 1684 346
b 4 0 396 0 1787 364
p 2 0 387 9 10377 581
b 4 0 396 0 1844 358
b 4 0 396 0 1881 370
p 2 0 378 18 10752 571
b 4 0 396 0 1970 370
b 4 0 396 0 1919 367
p 2 1 372 23 11064 580
b 4 0 396 0 2390 489
b 4 0 396 0 2288 477
p 2 0 395 1 14558 661
b 4 0 396 0 1998 387
b 4 0 396 0 1935 382
p 2 0 372 24 11061 582
b 4 0 396 0 1933 391
b 4 0 396 0 1966 385
p 2 0 368 28 11366 575
b 4 0 396 0 1868 397
b 4 0 396 0 1749 347
p 2 0 366 30 11234 571
b 4 0 396 0 2176 475
b 4 0 396 0 2082 464
p 2 0 394 2 14993 640
b 4 0 396 0 1702 338
b 4 0 396 0 1643 339
p 2 0 390 6 11115 579
b 4 0 396 0 1745 350
b 4 0 396 0 1871 384
p 2 0 384 12 11385 573
b 4 0 396 0 1883 384
b 4 0 396 0 1802 363
p 2 0 379 17 11397 557
b 4 0 396 0 2272 472
b 4 0 396 0 1994 481
p 2 0 396 0 14782 633
b 4 0 396 0 1788 392
b 4 0 396 0 1774 390
p 2 0 384 12 10460 579
b 4 0 396 0 1850 362
b 4 0 396 0 1893 364
p 2 2 378 16 11031 581
b 4 0 396 0 1832 356
b 4 0 396 0 1719 348
p 2 2 380 14 11153 575
b 4 0 396 0 2201 467
b 4 0 396 0 2077 459
p 2 0 396 0 14661 625
b 4 0 396 0 1822 368
b 4 0 396 0 1741 368
p 2 1 379 16 10394 581
b 4 0 396 0 1774 348
b 4 0 396 0 1896 386
p 2 0 382 14 10941 571
b 4 0 396 0 1781 342
b 4 0 396 0 1681 352
p 2 0 377 19 10585 564
b 4 0 396 0 1867 453
b 4 0 396 0 2024 479
p 2 0 393 3 13699 621
b 4 0 396 0 1565 371
b 4 0 396 0 1459 351
p 2 0 387 9 10079 576
b 4 0 396 0 1576 356
b 4 0 396 0 1587 352
p 2 0 379 17 10239 562
b 4 0 396 0 1516 328
b 4 0 396 0 1381 323
p 2 0 376 20 10094 558
b 4 0 396 0 1832 449
b 4 0 396 0 1926 461
p 2 0 396 0 13744 627
b 4 0 396 0 1571 366
b 4 0 396 0 1576 362
p 2 0 387 9 9971 565
b 4 0 396 0 1785 354
b 4 0 396 0 1791 371
p 2 0 377 19 10672 565
b 4 0 396 0 1895 359
b 4 0 396 0 1863 359
p 2 0 372 24 10749 553
b 4 0 396 0 2048 467
b 4 0 396 0 2124 462
p 2 0 394 2 13924 618
b 4 0 396 0 1497 352
b 4 0 396 0 1402 368
p 2 0 387 9 9710 577
b 4 0 396 0 1365 349
b 4 0 396 0 1408 354
p 2 0 381 15 9730 562
b 4 0 396 0 1235 336
b 4 0 396 0 1197 334
p 2 0 385 11 9320 558
b 4 0 396 0 1394 440
b 4 0 396 0 1783 450
p 2 0 395 1 12542 616
b 4 0 396 0 1272 368
b 4 0 396 0 1220 352
p 2 0 391 5 9096 574
b 4 0 396 0 1220 341
b 4 0 396 0 1157 336
p 2 0 386 10 9519 572
b 4 0 396 0 1156 331
b 4 0 396 0 1092 327
p 2 0 374 22 9287 551
b 4 0 396 0 1332 430
b 4 0 396 0 1859 457
p 2 0 396 0 12073 617
b 4 0 396 0 1279 346
b 4 0 396 0 1205 349
p 2 0 390 6 8835 572
b 4 0 396 0 1281 356
b 4 0 396 0 1247 368
p 2 0 384 12 9350 560
b 4 0 396 0 1261 346
b 4 0 396 0 1166 337
p 2 0 379 17 9219 562
b 4 0 396 0 1477 460
b 4 0 396 0 1814 459
p 2 0 394 2 12485 616
b 4 0 396 0 1471 341
b 4 0 396 0 1462 370
p 2 0 383 13 9028 570
b 4 0 396 0 1510 343
b 4 0 396 0 1537 360
p 2 0 387 9 9706 569
b 4 0 396 0 1478 343
b 4 0 396 0 1477 383
p 2 0 385 11 9547 551
b 4 0 396 0 1606 451
b 4 0 396 0 1852 459
p 2 0 394 2 12474 616
b 4 0 396 0 1368 350
b 4 0 396 0 1336 330
p 2 0 377 19 9160 567
b 4 0 396 0 1290 347
b 4 0 396 0 1265 341
p 2 0 377 19 9227 560
b 4 0 396 0 1355 334
b 4 0 396 0 1398 352
p 2 0 378 18 9443 551
b 4 0 396 0 1590 475
b 4 0 396 0 1772 439
p 2 0 395 1 13070 617
b 4 0 396 0 1531 338
b 4 0 396 0 1525 352
p 2 0 384 12 9512 573
b 4 0 396 0 1682 339
b 4 0 396 0 1773 356
p 2 0 380 16 10609 561
b 4 0 396 0 1710 345
b 4 0 396 0 1659 338
p 2 0 379 17 10549 564
b 4 0 396 0 2056 453
b 4 0 396 0 2136 456
p 2 0 393 3 14081 630
b 4 0 396 0 1690 358
b 4 0 396 0 1649 359
p 2 0 387 9 9866 573
i 2 396 0 0 31884 1971
b 4 0 396 0 1514 338
b 4 0 396 0 1851 393
p 2 0 372 24 9478 549
b 4 0 396 0 1715 346
b 4 0 396 0 1750 361
p 2 0 383 13 11956 562
b 4 0 396 0 2004 431
b 4 0 396 0 1875 438
p 2 0 396 0 13894 623
b 4 0 396 0 1632 356
b 4 0 396 0 1891 369
p 2 0 379 17 9561 552
b 4 0 396 0 1959 344
b 4 0 396 0 2071 375
p 2 0 376 20 10098 559
b 4 0 396 0 1834 367
b 4 0 396 0 1926 373
p 2 0 394 2 11292 570
b 4 0 396 0 2212 436
b 4 0 396 0 1890 423
p 2 0 396 0 13788 627
b 4 0 396 0 1415 346
b 4 0 396 0 1559 360
p 2 0 377 19 9110 555
b 4 0 396 0 1423 346
b 4 0 396 0 1642 350
p 2 0 379 17 9442 555
b 4 0 396 0 1422 330
b 4 0 396 0 1581 364
p 2 0 386 10 11282 564
b 4 0 396 0 2146 453
b 4 0 396 0 1944 458
p 2 0 396 0 13854 627
b 4 0 396 0 1520 348
b 4 0 396 0 1723 377
p 2 0 382 14 9037 564
b 4 0 396 0 1579 367
b 4 0 396 0 1803 394
p 2 0 383 13 9570 559
b 4 0 396 0 1590 340
b 4 0 396 0 1700 351
p 2 0 385 11 11314 564
b 4 0 396 0 1809 455
b 4 0 396 0 1702 462
p 2 0 394 2 12979 621
b 4 0 396 0 1305 381
b 4 0 396 0 1380 358
p 2 0 385 11 9280 567
b 4 0 396 0 1250 367
b 4 0 396 0 1524 384
p 2 0 384 12 8976 563
b 4 0 396 0 1387 369
b 4 0 396 0 1465 381
p 2 0 387 9 10818 560
b 4 0 396 0 1776 436
b 4 0 396 0 1611 425
p 2 0 395 1 12835 619
b 4 0 396 0 1295 367
b 4 0 396 0 1499 380
p 2 0 387 9 9237 581
b 4 0 396 0 1371 363
b 4 0 396 0 1613 377
p 2 0 383 13 8999 565
b 4 0 396 0 1420 361
b 4 0 396 0 1510 388
p 2 0 386 10 10740 562
b 4 0 396 0 2010 427
b 4 0 396 0 1654 419
p 2 0 395 1 13155 626
b 4 0 396 0 1547 372
b 4 0 396 0 1755 394
p 2 0 378 18 9098 561
b 4 0 396 0 1593 367
b 4 0 396 0 1798 401
p 2 0 385 11 9296 567
b 4 0 396 0 1509 352
b 4 0 396 0 1709 362
p 2 0 391 5 10805 571
b 4 0 396 0 2185 462
b 4 0 396 0 2033 450
p 2 0 393 3 13537 622
b 4 0 396 0 1734 384
b 4 0 396 0 1847 372
p 2 0 387 9 9366 568
b 4 0 396 0 1651 361
b 4 0 396 0 1921 413
p 2 0 386 10 9419 560
b 4 0 396 0 1741 360
b 4 0 396 0 1851 383
p 2 0 383 13 11447 571
b 4 0 396 0 2137 451
b 4 0 396 0 1951 422
p 2 0 395 1 13600 632
b 4 0 396 0 1821 385
b 4 0 396 0 1983 361
p 2 0 379 17 9593 564
b 4 0 396 0 1662 343
b 4 0 396 0 1815 354
p 2 0 382 14 9749 564
b 4 0 396 0 1515 352
