# XviD 2pass stat file (core version 1.3.2)
# Please do not modify this file

b 4 0 396 0 1411 417
p 2 0 382 14 12065 590
b 4 0 396 0 1222 375
b 4 0 396 0 1377 358
p 2 6 380 10 14136 624
b 4 0 396 0 1469 453
p 2 10 384 2 14993 693
b 4 0 396 0 1766 418
b 4 0 396 0 1818 397
p 2 14 375 7 11769 657
b 4 0 396 0 1641 394
b 4 0 396 0 1491 401
p 2 2 386 8 11235 599
b 4 0 396 0 1632 443
b 4 0 396 0 1525 368
p 2 0 384 12 13083 589
b 4 0 396 0 1540 469
b 4 0 396 0 1544 502
p 2 0 396 0 14497 653
b 4 0 396 0 1344 422
b 4 0 396 0 1231 424
p 2 0 392 4 11904 593
b 4 0 396 0 1426 380
b 4 0 396 0 1172 390
p 2 0 387 9 11489 585
b 4 0 396 0 1210 394
b 4 0 396 0 1038 352
p 2 0 391 5 10726 580
b 4 0 396 0 910 395
p 2 0 395 1 15476 646
i 2 396 0 0 28814 1953
b 4 0 396 0 1350 444
b 4 0 396 0 939 369
p 2 0 389 7 9751 579
b 4 0 396 0 1082 384
b 4 0 396 0 969 373
p 2 0 389 7 12322 601
b 4 0 396 0 1185 380
b 4 0 396 0 1012 336
p 2 0 385 11 12967 581
b 4 0 396 0 1753 487
b 4 0 396 0 1473 507
p 2 0 396 0 15084 655
b 4 0 396 0 1322 457
b 4 0 396 0 1215 421
p 2 0 391 5 11067 601
b 4 0 396 0 1298 429
b 4 0 396 0 1437 435
p 2 0 384 12 11214 589
b 4 0 396 0 1685 416
b 4 0 396 0 1626 409
p 2 0 388 8 14451 594
b 4 0 396 0 1943 453
b 4 0 396 0 1347 495
p 2 1 395 0 16716 668
b 4 0 396 0 1291 416
b 4 0 396 0 1170 387
p 2 0 391 5 10873 588
b 4 0 396 0 1614 424
b 4 0 396 0 1684 413
p 2 0 389 7 12137 603
b 4 0 396 0 1603 424
b 4 0 396 0 1555 390
p 2 0 386 10 13923 597
b 4 0 396 0 2138 475
b 4 0 396 0 1789 485
p 2 0 394 2 16180 658
b 4 0 396 0 1552 473
b 4 0 396 0 1443 466
p 2 1 388 7 12224 627
b 4 0 396 0 1572 467
b 4 0 396 0 1455 440
p 2 1 381 14 11316 633
b 4 0 396 0 1577 474
b 4 0 396 0 1534 425
p 2 1 379 16 12967 632
b 4 0 396 0 1724 511
b 4 0 396 0 1593 503
p 2 0 395 1 15898 668
b 4 0 396 0 1666 438
b 4 0 396 0 1570 432
p 2 0 389 7 11099 594
b 4 0 396 0 1213 408
b 4 0 396 0 1064 378
p 2 0 390 6 11161 587
b 4 0 396 0 1073 386
b 4 0 396 0 884 341
p 2 0 383 13 12111 575
b 4 0 396 0 1317 415
b 4 0 396 0 1292 485
p 2 0 396 0 15054 654
b 4 0 396 0 1122 429
b 4 0 396 0 1062 399
p 2 0 392 4 9695 580
b 4 0 396 0 1098 379
b 4 0 396 0 1018 374
p 2 0 388 8 11090 592
b 4 0 396 0 1289 418
b 4 0 396 0 1092 384
p 2 0 387 9 13896 596
b 4 0 396 0 1275 416
b 4 0 396 0 1490 491
p 2 0 395 1 14939 633
b 4 0 396 0 1306 413
b 4 0 396 0 1341 375
p 2 1 384 11 9843 599
b 4 0 396 0 1520 407
b 4 0 396 0 1363 407
p 2 1 382 13 11648 608
b 4 0 396 0 1386 406
b 4 0 396 0 1337 384
p 2 3 387 6 13130 606
b 4 0 396 0 1898 466
b 4 0 396 0 1758 487
p 2 6 389 1 15709 684
b 4 0 396 0 1451 420
b 4 0 396 0 1390 383
p 2 1 388 7 12016 618
b 4 0 396 0 1636 427
b 4 0 396 0 1656 449
p 2 0 387 9 13040 605
b 4 0 396 0 1549 447
b 4 0 396 0 1577 396
p 2 0 384 12 13335 600
b 4 0 396 0 2173 478
b 4 0 396 0 1549 493
p 2 0 396 0 16132 659
b 4 0 396 0 1372 421
b 4 0 396 0 1341 419
p 2 0 390 6 11124 590
b 4 0 396 0 1468 433
b 4 0 396 0 1130 410
p 2 0 388 8 12021 601
b 4 0 396 0 1576 454
b 4 0 396 0 1556 406
p 2 0 386 10 13554 598
b 4 0 396 0 2331 463
b 4 0 396 0 2006 489
p 2 0 395 1 15206 653
b 4 0 396 0 1740 432
b 4 0 396 0 1768 470
p 2 0 391 5 11950 612
b 4 0 396 0 1640 455
b 4 0 396 0 1749 429
p 2 0 387 9 12694 606
b 4 0 396 0 1065 385
b 4 0 396 0 872 349
p 2 0 386 10 12596 574
b 4 0 396 0 1072 426
b 4 0 396 0 1309 465
p 2 0 395 1 13316 630
b 4 0 396 0 1042 402
b 4 0 396 0 1184 410
p 2 0 392 4 9769 591
b 4 0 396 0 1531 407
b 4 0 396 0 1548 438
p 2 0 390 6 11954 603
b 4 0 396 0 1419 441
b 4 0 396 0 1061 400
p 2 0 389 7 12427 586
b 4 0 396 0 2392 533
b 4 0 396 0 2954 552
p 2 0 394 2 15848 671
b 4 0 396 0 3110 513
b 4 0 396 0 3731 507
p 2 7 381 8 13491 679
b 4 0 396 0 2722 512
p 2 25 343 28 12751 715
b 4 0 396 0 2743 549
p 2 26 347 23 10440 724
b 4 0 396 0 3000 555
p 2 31 342 23 12917 751
b 4 0 396 0 3485 622
p 2 13 383 0 17870 809
b 4 0 396 0 2660 580
b 4 0 396 0 2487 540
p 2 6 369 21 15017 684
b 4 0 396 0 2586 531
b 4 0 396 0 2792 527
p 2 0 359 37 13421 592
b 4 0 396 0 3101 506
b 4 0 396 0 2915 491
p 2 0 356 40 13494 603
b 4 0 396 0 3403 581
b 4 0 396 0 4038 542
p 2 0 396 0 17874 675
b 4 0 396 0 2400 449
b 4 0 396 0 2179 436
p 2 0 380 16 14662 608
b 4 0 396 0 2880 511
b 4 0 396 0 2829 533
p 2 15 339 42 12965 685
b 4 0 396 0 3268 565
p 2 23 338 35 11516 726
b 4 0 396 0 3389 533
p 2 25 313 58 13394 693
b 4 0 396 0 4348 596
p 2 21 374 1 19387 782
b 4 0 396 0 3604 483
b 4 0 396 0 2796 477
p 2 7 366 23 15109 637
b 4 0 396 0 2287 413
b 4 0 396 0 2107 442
p 2 2 340 54 11966 561
b 4 0 396 0 1532 379
b 4 0 396 0 1227 384
p 2 1 356 39 12776 562
b 4 0 396 0 2773 528
b 4 0 396 0 2648 463
p 2 1 395 0 17153 660
b 4 0 396 0 1248 352
b 4 0 396 0 1225 411
p 2 0 383 13 12022 582
b 4 0 396 0 903 316
b 4 0 396 0 892 325
p 2 0 372 24 11262 564
b 4 0 396 0 1179 353
b 4 0 396 0 1123 384
p 2 2 362 32 12571 555
b 4 0 396 0 2132 539
b 4 0 396 0 1780 397
p 2 0 396 0 16422 662
b 4 0 396 0 1095 329
b 4 0 396 0 1055 369
p 2 0 374 22 13058 572
b 4 0 396 0 1106 368
b 4 0 396 0 1157 384
p 2 0 366 30 11689 555
b 4 0 396 0 1175 374
b 4 0 396 0 1081 420
p 2 0 371 25 11329 572
b 4 0 396 0 1084 439
b 4 0 396 0 1394 419
p 2 0 395 1 14235 642
b 4 0 396 0 1100 366
b 4 0 396 0 1179 387
p 2 1 375 20 11315 583
b 4 0 396 0 1240 369
b 4 0 396 0 1063 396
p 2 0 364 32 9684 550
b 4 0 396 0 2136 423
b 4 0 396 0 1864 416
p 2 0 370 26 12423 570
b 4 0 396 0 2231 517
b 4 0 396 0 1754 437
p 2 0 391 5 15914 647
b 4 0 396 0 1057 331
b 4 0 396 0 951 363
p 2 0 377 19 11796 560
b 4 0 396 0 1405 370
b 4 0 396 0 1511 363
p 2 0 364 32 11794 549
b 4 0 396 0 1875 395
b 4 0 396 0 2002 397
p 2 0 370 26 12482 575
b 4 0 396 0 3246 551
b 4 0 396 0 3494 553
p 2 0 395 1 16787 669
b 4 0 396 0 2421 420
b 4 0 396 0 1949 430
p 2 0 378 18 13245 587
b 4 0 396 0 2061 397
b 4 0 396 0 1557 405
p 2 0 357 39 12021 554
b 4 0 396 0 1312 374
b 4 0 396 0 1343 384
p 2 0 361 35 12387 565
b 4 0 396 0 2247 520
b 4 0 396 0 2587 498
p 2 0 393 3 16329 673
b 4 0 396 0 2148 498
b 4 0 396 0 2382 505
p 2 1 372 23 14087 630
b 4 0 396 0 2510 454
b 4 0 396 0 2152 462
p 2 0 349 47 12430 579
b 4 0 396 0 1465 401
b 4 0 396 0 1268 402
p 2 1 354 41 12163 556
p 2 0 356 40 8977 501
i 2 396 0 0 32877 1949
b 4 0 396 0 2028 485
b 4 0 396 0 2196 511
p 2 0 395 1 17112 683
b 4 0 396 0 3049 559
b 4 0 396 0 3541 560
p 2 6 373 17 14013 667
b 4 0 396 0 3833 597
b 4 0 396 0 3923 563
p 2 1 370 25 15057 633
b 4 0 396 0 3828 550
b 4 0 396 0 3554 486
p 2 0 372 24 15890 602
b 4 0 396 0 2299 476
b 4 0 396 0 2311 512
p 2 0 396 0 17632 669
b 4 0 396 0 1998 458
b 4 0 396 0 2261 488
p 2 0 385 11 11170 591
b 4 0 396 0 3105 462
b 4 0 396 0 3078 478
p 2 0 357 39 11469 571
b 4 0 396 0 2890 452
b 4 0 396 0 3041 436
p 2 0 358 38 13444 567
b 4 0 396 0 2193 527
b 4 0 396 0 2544 536
p 2 0 396 0 17412 684
b 4 0 396 0 2613 444
b 4 0 396 0 2077 438
p 2 0 391 5 13712 602
b 4 0 396 0 1530 424
b 4 0 396 0 1604 443
p 2 1 384 11 11646 586
b 4 0 396 0 1824 448
b 4 0 396 0 2001 430
p 2 0 388 8 14545 596
b 4 0 396 0 1664 496
b 4 0 396 0 1408 486
p 2 0 396 0 14958 643
b 4 0 396 0 1288 410
b 4 0 396 0 1436 431
p 2 1 387 8 10506 596
b 4 0 396 0 1440 447
b 4 0 396 0 1457 439
p 2 0 384 12 11467 584
b 4 0 396 0 1552 433
b 4 0 396 0 1928 406
p 2 0 389 7 14024 580
b 4 0 396 0 2068 505
b 4 0 396 0 1889 506
p 2 0 396 0 15872 662
b 4 0 396 0 1800 445
b 4 0 396 0 1803 421
p 2 2 385 9 12734 616
b 4 0 396 0 1887 444
b 4 0 396 0 1868 436
p 2 1 386 9 11516 604
b 4 0 396 0 1644 418
b 4 0 396 0 1792 411
p 2 2 385 9 14886 598
b 4 0 396 0 1874 460
b 4 0 396 0 1688 484
p 2 0 396 0 16208 661
b 4 0 396 0 1826 470
b 4 0 396 0 2111 456
p 2 0 388 8 10719 604
b 4 0 396 0 2552 478
b 4 0 396 0 2209 479
p 2 0 386 10 11792 595
b 4 0 396 0 3216 481
b 4 0 396 0 2990 464
p 2 0 385 11 15666 633
b 4 0 396 0 2671 550
b 4 0 396 0 2187 531
p 2 2 393 1 16135 700
b 4 0 396 0 2122 483
b 4 0 396 0 2156 470
p 2 0 393 3 11945 638
b 4 0 396 0 2591 505
b 4 0 396 0 2509 492
p 2 0 388 8 12433 623
b 4 0 396 0 3430 498
b 4 0 396 0 3531 502
p 2 2 384 10 16060 640
b 4 0 396 0 2645 499
p 2 0 395 1 17344 680
b 4 0 396 0 3207 505
b 4 0 396 0 4106 525
p 2 1 380 15 14725 648
b 4 0 396 0 3703 566
b 4 0 396 0 3956 560
p 2 1 373 22 14975 661
b 4 0 396 0 3012 535
b 4 0 396 0 2881 507
p 2 1 368 27 14463 615
b 4 0 396 0 3785 519
b 4 0 396 0 3277 542
p 2 0 396 0 18707 695
b 4 0 396 0 2809 509
b 4 0 396 0 3070 545
p 2 0 386 10 12921 646
b 4 0 396 0 4011 599
b 4 0 396 0 4520 607
p 2 5 353 38 15457 672
b 4 0 396 0 4658 603
p 2 2 351 43 16766 676
b 4 0 396 0 4027 536
p 2 1 322 73 16840 631
b 4 0 396 0 4018 602
p 2 4 391 1 19888 769
b 4 0 396 0 3719 515
p 2 0 383 13 15919 655
b 4 0 396 0 3524 564
b 4 0 396 0 3633 531
p 2 2 330 64 12744 603
b 4 0 396 0 3690 523
b 4 0 396 0 3664 507
p 2 0 316 80 12816 560
b 4 0 396 0 3838 559
b 4 0 396 0 4245 536
p 2 0 396 0 20022 693
b 4 0 396 0 2862 478
b 4 0 396 0 2693 490
p 2 0 378 18 14723 585
b 4 0 396 0 2540 440
b 4 0 396 0 1882 447
p 2 0 356 40 11270 554
b 4 0 396 0 2018 412
b 4 0 396 0 2054 427
p 2 0 364 32 12831 556
b 4 0 396 0 3496 549
b 4 0 396 0 3831 549
p 2 0 396 0 18010 673
b 4 0 396 0 2770 452
b 4 0 396 0 2450 452
p 2 0 377 19 14716 596
b 4 0 396 0 2224 429
b 4 0 396 0 2210 439
p 2 0 347 49 12548 551
b 4 0 396 0 1712 369
b 4 0 396 0 1510 392
p 2 0 348 48 12984 542
b 4 0 396 0 2410 516
b 4 0 396 0 2425 452
p 2 0 395 1 16417 648
b 4 0 396 0 1056 346
b 4 0 396 0 1237 409
p 2 0 380 16 12963 577
b 4 0 396 0 1892 490
b 4 0 396 0 1991 504
p 2 8 364 24 13153 666
b 4 0 396 0 1990 541
b 4 0 396 0 1818 519
p 2 4 367 25 13821 647
b 4 0 396 0 2706 584
b 4 0 396 0 3145 512
p 2 0 396 0 18755 706
b 4 0 396 0 1526 401
b 4 0 396 0 1922 482
p 2 0 385 11 15295 613
b 4 0 396 0 2611 557
b 4 0 396 0 2613 523
p 2 4 369 23 14800 680
b 4 0 396 0 4057 625
p 2 2 371 23 15309 706
b 4 0 396 0 4806 601
p 2 2 365 29 18081 695
b 4 0 396 0 5301 692
p 2 2 393 1 22917 801
b 4 0 396 0 4736 667
p 2 3 382 11 17170 721
b 4 0 396 0 5181 659
p 2 1 376 19 17740 714
b 4 0 396 0 4293 633
p 2 0 372 24 17232 674
b 4 0 396 0 3955 645
b 4 0 396 0 4206 643
p 2 0 342 54 15172 616
b 4 0 396 0 3535 653
b 4 0 396 0 3788 629
p 2 0 395 1 21074 710
b 4 0 396 0 2307 519
b 4 0 396 0 1865 514
p 2 0 387 9 15239 604
b 4 0 396 0 1536 453
b 4 0 396 0 1843 503
p 2 0 374 22 14074 578
b 4 0 396 0 1859 450
b 4 0 396 0 1449 423
p 2 0 364 32 13690 581
b 4 0 396 0 2787 572
b 4 0 396 0 3463 492
p 2 0 394 2 18759 687
b 4 0 396 0 2605 524
b 4 0 396 0 3113 581
p 2 10 372 14 16463 682
b 4 0 396 0 3819 555
p 2 9 353 34 14322 668
b 4 0 396 0 4316 617
p 2 22 332 42 14581 718
b 4 0 396 0 4108 574
p 2 9 323 64 13600 656
b 4 0 396 0 4312 546
p 2 2 290 104 16072 618
b 4 0 396 0 4245 604
p 2 1 392 3 19236 719
b 4 0 396 0 3826 581
b 4 0 396 0 4188 534
p 2 0 377 19 14800 638
b 4 0 396 0 4010 567
b 4 0 396 0 4073 557
p 2 1 366 29 15135 657
b 4 0 396 0 4008 572
b 4 0 396 0 3867 576
p 2 0 369 27 15379 643
b 4 0 396 0 4006 641
p 2 0 396 0 20815 762
b 4 0 396 0 3151 562
b 4 0 396 0 3323 590
p 2 1 375 20 16484 663
b 4 0 396 0 3706 578
p 2 16 344 36 12266 734
b 4 0 396 0 3298 551
p 2 1 364 31 13255 661
b 4 0 396 0 3564 591
p 2 7 346 43 14650 673
b 4 0 396 0 3593 516
p 2 6 340 50 14708 654
b 4 0 396 0 3425 622
p 2 4 392 0 18538 752
b 4 0 396 0 3673 505
p 2 4 380 12 15017 650
b 4 0 396 0 3869 505
b 4 0 396 0 3509 516
p 2 2 345 49 12335 601
b 4 0 396 0 3033 513
b 4 0 396 0 2932 484
p 2 0 327 69 12536 569
b 4 0 396 0 3962 597
b 4 0 396 0 5057 554
p 2 0 395 1 19035 700
b 4 0 396 0 2182 425
b 4 0 396 0 2165 445
p 2 0 381 15 13854 579
b 4 0 396 0 1581 411
b 4 0 396 0 1369 410
p 2 0 359 37 12434 559
b 4 0 396 0 1465 403
p 2 0 381 15 10109 584
i 2 396 0 0 30356 1915
b 4 0 396 0 3514 640
b 4 0 396 0 4087 626
p 2 3 392 1 19157 727
b 4 0 396 0 2869 473
b 4 0 396 0 2709 505
p 2 0 373 23 14906 601
b 4 0 396 0 2627 485
b 4 0 396 0 2937 489
p 2 4 340 52 12998 591
b 4 0 396 0 2954 476
b 4 0 396 0 2908 497
p 2 2 340 54 14498 593
b 4 0 396 0 3903 626
b 4 0 396 0 4765 636
p 2 1 394 1 19612 724
b 4 0 396 0 3290 489
b 4 0 396 0 2959 513
p 2 0 375 21 15168 624
b 4 0 396 0 3058 460
b 4 0 396 0 2813 467
p 2 0 342 54 12817 572
b 4 0 396 0 2301 438
b 4 0 396 0 2108 474
p 2 0 350 46 13036 570
b 4 0 396 0 3175 546
b 4 0 396 0 3645 511
p 2 0 395 1 17552 672
b 4 0 396 0 2319 442
b 4 0 396 0 2132 463
p 2 3 371 22 13720 593
b 4 0 396 0 2105 406
b 4 0 396 0 2228 443
p 2 0 341 55 12532 554
b 4 0 396 0 2222 409
b 4 0 396 0 2054 395
p 2 0 347 49 13060 557
b 4 0 396 0 2758 509
b 4 0 396 0 2894 478
p 2 0 395 1 17110 664
b 4 0 396 0 1473 355
b 4 0 396 0 1359 384
p 2 0 378 18 11342 557
b 4 0 396 0 1794 389
b 4 0 396 0 1278 415
p 2 0 358 38 11869 550
b 4 0 396 0 1294 403
b 4 0 396 0 1265 397
p 2 0 356 40 12087 555
b 4 0 396 0 3492 601
b 4 0 396 0 4095 587
p 2 1 392 3 18012 708
b 4 0 396 0 2745 472
p 2 7 379 10 11748 686
b 4 0 396 0 3308 566
p 2 2 382 12 13822 680
b 4 0 396 0 3228 543
p 2 4 362 30 14359 659
b 4 0 396 0 3657 548
p 2 4 352 40 12724 654
b 4 0 396 0 3627 506
p 2 0 348 48 13633 621
b 4 0 396 0 3372 604
p 2 0 396 0 19031 721
b 4 0 396 0 2663 492
b 4 0 396 0 2631 452
p 2 0 385 11 15024 604
b 4 0 396 0 2341 426
b 4 0 396 0 1893 422
p 2 0 360 36 11704 555
b 4 0 396 0 1409 384
b 4 0 396 0 1268 408
p 2 0 367 29 11667 549
b 4 0 396 0 1798 476
b 4 0 396 0 2138 430
p 2 0 395 1 15668 652
b 4 0 396 0 1117 322
b 4 0 396 0 1191 355
p 2 0 376 20 11886 539
b 4 0 396 0 1545 367
b 4 0 396 0 1843 401
p 2 0 367 29 12039 555
b 4 0 396 0 2239 400
b 4 0 396 0 1761 385
p 2 0 362 34 12002 569
b 4 0 396 0 3043 510
b 4 0 396 0 3207 450
p 2 0 395 1 16012 659
b 4 0 396 0 2302 401
b 4 0 396 0 1899 391
p 2 0 383 13 13197 572
b 4 0 396 0 1586 383
b 4 0 396 0 1386 379
p 2 0 368 28 10918 531
b 4 0 396 0 2756 436
b 4 0 396 0 1871 436
p 2 0 364 32 12621 564
b 4 0 396 0 2111 485
b 4 0 396 0 2248 437
p 2 0 395 1 16325 674
b 4 0 396 0 1324 371
b 4 0 396 0 1351 409
p 2 0 382 14 12295 561
b 4 0 396 0 1703 422
b 4 0 396 0 1781 430
p 2 0 365 31 13139 580
b 4 0 396 0 1439 404
b 4 0 396 0 1396 442
p 2 0 364 32 12920 572
b 4 0 396 0 1798 481
b 4 0 396 0 2006 444
p 2 0 396 0 15348 645
b 4 0 396 0 1012 316
b 4 0 396 0 1050 355
p 2 0 377 19 11878 537
b 4 0 396 0 1181 354
b 4 0 396 0 1097 389
p 2 0 364 32 10370 542
b 4 0 396 0 1148 373
b 4 0 396 0 1185 380
p 2 0 356 40 10275 549
b 4 0 396 0 1442 468
b 4 0 396 0 2054 449
p 2 0 395 1 15425 648
b 4 0 396 0 1453 369
b 4 0 396 0 1350 378
p 2 0 387 9 12084 564
b 4 0 396 0 1152 317
b 4 0 396 0 1155 355
p 2 0 364 32 11925 555
b 4 0 396 0 1259 327
b 4 0 396 0 1229 391
p 2 0 360 36 12848 569
b 4 0 396 0 1891 472
b 4 0 396 0 2087 413
p 2 0 396 0 16138 650
b 4 0 396 0 932 323
b 4 0 396 0 951 386
p 2 0 379 17 11068 540
b 4 0 396 0 1000 338
b 4 0 396 0 1082 366
p 2 0 375 21 11320 556
b 4 0 396 0 1228 376
b 4 0 396 0 1179 386
p 2 0 365 31 12910 558
b 4 0 396 0 2187 487
b 4 0 396 0 2061 434
p 2 0 394 2 16508 662
b 4 0 396 0 1115 335
b 4 0 396 0 1180 365
p 2 0 383 13 12830 554
b 4 0 396 0 1074 360
b 4 0 396 0 1138 393
p 2 0 367 29 11010 549
b 4 0 396 0 1244 342
b 4 0 396 0 1364 361
p 2 0 360 36 10851 548
b 4 0 396 0 1799 498
b 4 0 396 0 1828 485
p 2 1 393 2 14808 652
b 4 0 396 0 975 317
b 4 0 396 0 1013 366
p 2 0 378 18 11475 542
b 4 0 396 0 1163 353
b 4 0 396 0 1221 361
p 2 0 376 20 11179 566
b 4 0 396 0 1426 399
b 4 0 396 0 1275 419
p 2 0 360 36 11598 556
b 4 0 396 0 1782 487
b 4 0 396 0 1609 405
p 2 0 395 1 15481 655
b 4 0 396 0 931 311
b 4 0 396 0 951 349
p 2 0 380 16 11670 551
b 4 0 396 0 1218 372
b 4 0 396 0 1166 372
p 2 0 364 32 11476 558
b 4 0 396 0 1175 336
b 4 0 396 0 1226 376
p 2 0 364 32 11978 556
b 4 0 396 0 1293 459
b 4 0 396 0 1652 432
p 2 0 396 0 15618 656
b 4 0 396 0 1146 345
b 4 0 396 0 1133 380
p 2 0 381 15 12480 558
b 4 0 396 0 1476 386
b 4 0 396 0 1599 432
p 2 0 370 26 11849 573
b 4 0 396 0 1228 356
b 4 0 396 0 1175 403
p 2 0 366 30 12078 553
b 4 0 396 0 1440 479
b 4 0 396 0 1453 375
p 2 0 395 1 14964 653
b 4 0 396 0 1136 374
b 4 0 396 0 1074 375
p 2 0 375 21 10966 546
b 4 0 396 0 1207 343
b 4 0 396 0 1137 368
p 2 0 360 36 11081 542
b 4 0 396 0 1398 417
b 4 0 396 0 1466 430
p 2 0 360 36 12747 564
b 4 0 396 0 2204 528
b 4 0 396 0 2776 523
p 2 0 396 0 17083 676
b 4 0 396 0 1699 478
b 4 0 396 0 1813 518
p 2 2 380 14 13389 672
b 4 0 396 0 1856 531
b 4 0 396 0 1923 568
p 2 3 371 22 13279 671
b 4 0 396 0 1514 466
b 4 0 396 0 1414 470
p 2 2 364 30 13076 616
b 4 0 396 0 2164 533
b 4 0 396 0 2308 487
p 2 0 396 0 17528 700
b 4 0 396 0 1089 385
b 4 0 396 0 1129 426
p 2 0 387 9 12025 596
b 4 0 396 0 973 352
b 4 0 396 0 1166 406
p 2 0 380 16 11599 573
b 4 0 396 0 970 336
b 4 0 396 0 1007 384
p 2 0 367 29 12670 570
b 4 0 396 0 2043 504
b 4 0 396 0 2396 428
p 2 0 394 2 16071 656
b 4 0 396 0 1911 409
b 4 0 396 0 1870 418
p 2 0 380 16 12505 578
b 4 0 396 0 1337 357
b 4 0 396 0 1384 396
p 2 0 364 32 10597 544
b 4 0 396 0 1084 345
b 4 0 396 0 1025 377
p 2 0 367 29 12556 558
b 4 0 396 0 1990 495
b 4 0 396 0 1509 383
p 2 2 394 0 15663 666
b 4 0 396 0 1162 400
b 4 0 396 0 1285 409
p 2 0 390 6 13393 594
b 4 0 396 0 1564 426
b 4 0 396 0 1565 462
p 2 0 376 20 13727 594
i 2 396 0 0 28568 1951
b 4 0 396 0 2325 521
b 4 0 396 0 2458 513
p 2 0 373 23 15326 620
b 4 0 396 0 4313 620
b 4 0 396 0 3304 590
p 2 0 395 1 18427 730
b 4 0 396 0 2960 500
b 4 0 396 0 2958 556
p 2 2 384 10 15552 669
b 4 0 396 0 2536 503
b 4 0 396 0 2138 475
p 2 4 378 14 12933 632
b 4 0 396 0 2398 534
b 4 0 396 0 2942 536
p 2 4 378 14 14990 640
b 4 0 396 0 4246 573
p 2 0 395 1 20133 726
b 4 0 396 0 3553 543
b 4 0 396 0 3230 535
p 2 1 376 19 17188 664
b 4 0 396 0 3023 518
b 4 0 396 0 3181 521
p 2 2 355 39 13147 631
b 4 0 396 0 3498 548
b 4 0 396 0 3522 518
p 2 2 344 50 13097 613
b 4 0 396 0 4208 647
b 4 0 396 0 4496 610
p 2 0 396 0 20708 735
b 4 0 396 0 2719 492
b 4 0 396 0 2575 486
p 2 0 382 14 14624 594
b 4 0 396 0 2501 446
b 4 0 396 0 2509 464
p 2 1 353 42 12739 594
b 4 0 396 0 2857 474
b 4 0 396 0 3824 492
p 2 0 348 48 13969 568
b 4 0 396 0 3938 569
b 4 0 396 0 4068 555
p 2 1 395 0 17973 687
b 4 0 396 0 1418 321
b 4 0 396 0 1311 404
p 2 0 382 14 12550 550
b 4 0 396 0 1435 406
b 4 0 396 0 1640 412
p 2 0 366 30 12041 560
b 4 0 396 0 1854 422
b 4 0 396 0 1763 384
p 2 0 361 35 13205 577
b 4 0 396 0 3373 598
b 4 0 396 0 3577 557
p 2 0 396 0 17316 698
b 4 0 396 0 2285 486
b 4 0 396 0 2187 461
p 2 1 364 31 13735 612
b 4 0 396 0 2863 459
b 4 0 396 0 2234 455
p 2 0 358 38 12298 573
b 4 0 396 0 1618 432
b 4 0 396 0 1353 398
p 2 0 349 47 12764 554
b 4 0 396 0 3128 564
b 4 0 396 0 3238 564
p 2 0 393 3 17821 700
b 4 0 396 0 2461 500
b 4 0 396 0 2663 479
p 2 1 367 28 13732 611
b 4 0 396 0 2341 460
b 4 0 396 0 2041 464
p 2 0 339 57 11785 555
b 4 0 396 0 2366 423
b 4 0 396 0 2182 414
p 2 0 341 55 13892 570
b 4 0 396 0 3069 577
b 4 0 396 0 4341 544
p 2 0 394 2 17858 670
b 4 0 396 0 2912 448
b 4 0 396 0 2545 422
p 2 0 373 23 14427 573
b 4 0 396 0 3466 486
b 4 0 396 0 3065 503
p 2 0 351 45 11722 595
b 4 0 396 0 3334 504
b 4 0 396 0 3051 527
p 2 0 345 51 12693 596
b 4 0 396 0 3461 586
b 4 0 396 0 3977 564
p 2 0 395 1 18470 699
b 4 0 396 0 1917 424
b 4 0 396 0 1987 412
p 2 0 377 19 13733 581
b 4 0 396 0 2020 385
b 4 0 396 0 1805 419
p 2 0 347 49 12071 558
b 4 0 396 0 1216 335
b 4 0 396 0 1077 366
p 2 0 359 37 11905 558
b 4 0 396 0 2034 523
b 4 0 396 0 3346 497
p 2 0 394 2 16457 649
b 4 0 396 0 2545 381
b 4 0 396 0 1515 389
p 2 0 379 17 13067 572
b 4 0 396 0 1219 355
b 4 0 396 0 1240 407
p 2 0 346 50 11506 540
b 4 0 396 0 1296 386
b 4 0 396 0 989 382
p 2 0 359 37 9414 539
b 4 0 396 0 1179 506
b 4 0 396 0 1291 436
p 2 0 393 3 15543 639
b 4 0 396 0 883 333
b 4 0 396 0 877 350
p 2 0 381 15 11106 542
b 4 0 396 0 1798 386
b 4 0 396 0 1998 408
p 2 0 358 38 12729 557
b 4 0 396 0 2174 427
b 4 0 396 0 1892 388
p 2 6 344 46 13415 589
b 4 0 396 0 3404 544
b 4 0 396 0 3804 504
p 2 3 392 1 17392 681
b 4 0 396 0 2267 409
b 4 0 396 0 2084 415
p 2 0 374 22 13358 568
b 4 0 396 0 1983 390
b 4 0 396 0 1842 396
p 2 0 355 41 12207 563
b 4 0 396 0 1725 416
b 4 0 396 0 1331 365
p 2 0 349 47 13021 550
b 4 0 396 0 2348 514
b 4 0 396 0 2375 458
p 2 0 396 0 16956 663
b 4 0 396 0 1030 332
b 4 0 396 0 947 367
p 2 1 377 18 12953 557
b 4 0 396 0 1203 324
b 4 0 396 0 1278 353
p 2 0 359 37 11617 548
b 4 0 396 0 1410 388
b 4 0 396 0 1264 397
p 2 0 365 31 12673 565
b 4 0 396 0 2018 513
b 4 0 396 0 1956 437
p 2 0 396 0 16724 660
b 4 0 396 0 1855 386
b 4 0 396 0 1654 376
